OBJECTID,LocAddr,PostalCode
6971696,1275 TALL PEAKS LANE                    ,24526
6971697,5760 WAUGH SWITCH ROAD                  ,24526
6971698,                                        ,33333
6971699,                                        ,33333
6971700,                                        ,33333
6971701,                                        ,33333
6971702,                                        ,33333
6971703,                                        ,33333
6971704,1074 & 1051 SKIMMER STATION TRAIL       ,77777
6971705,                                        ,33333
6971706,1035 SKIMMER STATION TRAIL              ,24526
6971707,                                        ,33333
6971708,1025 SKIMMER STATION TRAIL              ,24526
6971709,1090 SKIMMER STATION TRAIL              ,24526
6971710,1197 GRUGGETT HOLLOW RD                 ,24526
6971711,9363 LEE JACKSON HIGHWAY                ,24526
6971712,                                        ,33333
6971713,                                        ,33333
6971714,9344 LEE JACKSON HIGHWAY                ,24526
6971715,                                        ,33333
6971716,                                        ,33333
6971717,                                        ,33333
6971718,                                        ,33333
6971719,1151 HIGH RIDGE ROAD                    ,24526
6971720,1138 HIGH RIDGE ROAD                    ,24526
6971721,1154 HIGH RIDGE ROAD                    ,24526
6971722,                                        ,33333
6971723,                                        ,33333
6971724,                                        ,33333
6971725,8568 LEE JACKSON HIGHWAY                ,24526
6971726,                                        ,33333
6971727,8436 LEE JACKSON HIGHWAY                ,24526
6971728,11775 LEE JACKSON HIGHWAY               ,24526
6971729,11839 LEE JACKSON HIGHWAY               ,24526
6971730,11895 LEE JACKSON HIGHWAY               ,24526
6971731,11959 LEE JACKSON HIGHWAY               ,24526
6971732,11737 LEE JACKSON HIGHWAY               ,24526
6971733,11717 LEE JACKSON HIGHWAY               ,24526
6971734,                                        ,33333
6971735,11691 LEE JACKSON HIGHWAY               ,24526
6971736,                                        ,33333
6971737,                                        ,33333
6971738,11675 LEE JACKSON HIGHWAY               ,24526
6971739,                                        ,33333
6971740,1068 HEARTHWOOD CIRCLE                  ,
6971741,11619 LEE JACKSON HIGHWAY               ,24526
6971742,                                        ,33333
6971743,11525 LEE JACKSON HWY                   ,24526
6971744,1110 JORDAN DRIVE                       ,24526
6971745,1157 JORDAN DRIVE                       ,24526
6971746,                                        ,33333
6971747,11525 LEE JACKSON HIGHWAY               ,24526
6971748,11465 LEE JACKSON HIGHWAY               ,24526
6971749,                                        ,33333
6971750,11431 LEE JACKSON HIGHWAY               ,24526
6971751,11405 LEE JACKSON HIGHWAY               ,24526
6971752,11406 LEE JACKSON HIGHWAY               ,24526
6971753,11393 LEE JACKSON HWY                   ,24526
6971754,1078 RICE LANE                          ,24526
6971755,11365 LEE JACKSON HIGHWAY               ,24526
6971756,                                        ,33333
6971757,1625 RIVERSIDE CIRCLE                   ,24526
6971758,1091 RICE LANE                          ,24526
6971759,1137 RICE LN                            ,24526
6971760,1137 RICE LN                            ,24526
6971761,1177 RICE LANE                          ,24526
6971762,1177 RICE LANE                          ,24526
6971763,                                        ,33333
6971764,                                        ,33333
6971765,                                        ,33333
6971766,                                        ,33333
6971767,                                        ,33333
6971768,                                        ,33333
6971769,1339 RIVERSIDE CIRCLE                   ,24526
6971770,1435 RIVERSIDE CIRCLE                   ,24526
6971771,1435 RIVERSIDE CIRCLE                   ,24526
6971772,1435 RIVERSIDE CIRCLE                   ,24526
6971773,17692 BIG ISLAND HIGHWAY                ,24526
6971774,1085 SENECA LANE                        ,24526
6971775,17671 BIG ISLAND HWY                    ,24526
6971776,                                        ,33333
6971777,17689 BIG ISLAND HIGHWAY                ,24526
6971778,                                        ,33333
6971779,                                        ,33333
6971780,                                        ,33333
6971781,                                        ,33333
6971782,LEE JACKSON HIGHWAY                     ,
6971783,11145 LEE JACKSON HIGHWAY               ,24526
6971784,11185 LEE JACKSON HIGHWAY               ,24526
6971785,                                        ,33333
6971786,                                        ,33333
6971787,                                        ,33333
6971788,                                        ,33333
6971789,                                        ,33333
6971790,                                        ,33333
6971791,                                        ,33333
6971792,                                        ,33333
6971793,                                        ,33333
6971794,                                        ,33333
6971795,                                        ,33333
6971796,                                        ,33333
6971797,                                        ,33333
6971798,                                        ,33333
6971799,                                        ,33333
6971800,                                        ,33333
6971801,1223 WATTS ROAD                         ,24526
6971802,1223 WATTS ROAD                         ,24526
6971803,1223 WATTS ROAD                         ,24526
6971804,1223 WATTS ROAD                         ,24526
6971805,1223 WATTS ROAD                         ,24526
6971806,1223 WATTS ROAD                         ,24526
6971807,1223 WATTS ROAD                         ,24526
6971808,1223 WATTS ROAD                         ,24526
6971809,1223 WATTS ROAD                         ,24526
6971810,1223 WATTS ROAD                         ,24526
6971811,                                        ,33333
6971812,10929 LEE JACKSON HWY                   ,24526
6971813,10929 LEE JACKSON HWY                   ,24526
6971814,10929 LEE JACKSON HWY                   ,24526
6971815,10929 LEE JACKSON HWY                   ,24526
6971816,                                        ,33333
6971817,                                        ,33333
6971818,                                        ,33333
6971819,                                        ,33333
6971820,10961 LEE JACKSON HWY                   ,24526
6971821,10961 LEE JACKSON HWY                   ,24526
6971822,10961 LEE JACKSON HWY                   ,24526
6971823,10961 LEE JACKSON HWY                   ,24526
6971824,10961 LEE JACKSON HWY                   ,24526
6971825,10961 LEE JACKSON HWY                   ,24526
6971826,10961 LEE JACKSON HWY                   ,24526
6971827,10961 LEE JACKSON HWY                   ,24526
6971828,                                        ,33333
6971829,1058 MEMORY LANE                        ,24526
6971830,1058 MEMORY LANE                        ,24526
6971831,1058 MEMORY LANE                        ,24526
6971832,1058 MEMORY LANE                        ,24526
6971833,1057 MEMORY LANE                        ,24526
6971834,1057 MEMORY LANE                        ,24526
6971835,1057 MEMORY LANE                        ,24526
6971836,1057 MEMORY LANE                        ,24526
6971837,                                        ,33333
6971838,                                        ,33333
6971839,                                        ,33333
6971840,                                        ,33333
6971841,1023 1031 MEMORY LN                     ,24526
6971842,                                        ,33333
6971843,                                        ,33333
6971844,                                        ,33333
6971845,                                        ,33333
6971846,                                        ,33333
6971847,                                        ,33333
6971848,                                        ,33333
6971849,                                        ,33333
6971850,10930 LEE JACKSON HIGHWAY               ,24526
6971851,10930 LEE JACKSON HIGHWAY               ,24526
6971852,10930 LEE JACKSON HIGHWAY               ,24526
6971853,10930 LEE JACKSON HIGHWAY               ,24526
6971854,10930 LEE JACKSON HIGHWAY               ,24526
6971855,10930 LEE JACKSON HIGHWAY               ,24526
6971856,                                        ,33333
6971857,                                        ,33333
6971858,                                        ,33333
6971859,                                        ,33333
6971860,                                        ,33333
6971861,                                        ,33333
6971862,10900 LEE JACKSON HWY                   ,24526
6971863,10900 LEE JACKSON HWY                   ,24526
6971864,10900 LEE JACKSON HWY                   ,24526
6971865,10900 LEE JACKSON HWY                   ,24526
6971866,10900 LEE JACKSON HWY                   ,24526
6971867,10888 LEE JACKSON HWY                   ,24526
6971868,10888 LEE JACKSON HWY                   ,24526
6971869,10888 LEE JACKSON HWY                   ,24526
6971870,10888 LEE JACKSON HWY                   ,24526
6971871,10888 LEE JACKSON HWY                   ,24526
6971872,10860 LEE JACKSON HWY                   ,24526
6971873,10860 LEE JACKSON HWY                   ,24526
6971874,10860 LEE JACKSON HWY                   ,24526
6971875,                                        ,33333
6971876,                                        ,33333
6971877,10830 LEE JACKSON HWY                   ,24526
6971878,10830 LEE JACKSON HWY                   ,24526
6971879,10830 LEE JACKSON HWY                   ,24526
6971880,10830 LEE JACKSON HWY                   ,24526
6971881,10812 LEE JACKSON HWY                   ,24526
6971882,10812 LEE JACKSON HWY                   ,24526
6971883,10812 LEE JACKSON HWY                   ,24526
6971884,10812 LEE JACKSON HWY                   ,24526
6971885,                                        ,33333
6971886,                                        ,33333
6971887,                                        ,33333
6971888,                                        ,33333
6971889,                                        ,33333
6971890,10770 LEE JACKSON HIGHWAY               ,24526
6971891,10770 LEE JACKSON HIGHWAY               ,24526
6971892,10770 LEE JACKSON HIGHWAY               ,24526
6971893,10770 LEE JACKSON HIGHWAY               ,24526
6971894,                                        ,33333
6971895,                                        ,33333
6971896,                                        ,33333
6971897,                                        ,33333
6971898,                                        ,33333
6971899,                                        ,33333
6971900,                                        ,33333
6971901,                                        ,33333
6971902,1643 RIVERSIDE CIRCLE                   ,24526
6971903,1675 RIVERSIDE CIRCLE                   ,24526
6971904,1709 RIVERSIDE CIRCLE                   ,24526
6971905,                                        ,33333
6971906,                                        ,33333
6971907,1732 RIVERSIDE CIRCLE                   ,24526
6971908,1690 RIVERSIDE CIRCLE                   ,24526
6971909,1666 RIVERSIDE CIRCLE                   ,24526
6971910,                                        ,33333
6971911,                                        ,33333
6971912,10747 LEE JACKSON HIGHWAY               ,24526
6971913,                                        ,33333
6971914,                                        ,33333
6971915,1041 RIVERSIDE CIR                      ,24526
6971916,1041 RIVERSIDE CIR                      ,24526
6971917,1078 PEYTON COURT                       ,24526
6971918,1080 PEYTON COURT                       ,24526
6971919,1105 RIVERSIDE CIR                      ,24526
6971920,                                        ,33333
6971921,1030 PEYTON COURT                       ,24526
6971922,                                        ,33333
6971923,9913 LEE JACKSON HWY                    ,24526
6971924,9913 LEE JACKSON HWY                    ,24526
6971925,                                        ,33333
6971926,                                        ,33333
6971927,1118 RICE LANE                          ,24526
6971928,1100 RICE LANE                          ,24526
6971929,1134 RICE LN                            ,24526
6971930,1134 RICE LN                            ,24526
6971931,1182 RICE LANE                          ,24526
6971932,1182 RICE LANE                          ,24526
6971933,                                        ,33333
6971934,                                        ,33333
6971935,                                        ,33333
6971936,                                        ,33333
6971937,                                        ,33333
6971938,                                        ,33333
6971939,                                        ,33333
6971940,                                        ,33333
6971941,10587 LEE JACKSON HIGHWAY               ,24526
6971942,10609 LEE JACKSON HWY                   ,24526
6971943,10609 LEE JACKSON HWY                   ,24526
6971944,10619 LEE JACKSON HIGHWAY               ,24526
6971945,1103 PLUMTREE LN                        ,24526
6971946,1103 PLUMTREE LN                        ,24526
6971947,1103 PLUMTREE LN                        ,24526
6971948,                                        ,33333
6971949,10555 LEE JACKSON HWY                   ,24526
6971950,10555 LEE JACKSON HWY                   ,24526
6971951,10555 LEE JACKSON HWY                   ,24526
6971952,                                        ,33333
6971953,10630 LEE JACKSON HWY                   ,24526
6971954,10630 LEE JACKSON HWY                   ,24526
6971955,10630 LEE JACKSON HWY                   ,24526
6971956,10630 LEE JACKSON HWY                   ,24526
6971957,10630 LEE JACKSON HWY                   ,24526
6971958,10630 LEE JACKSON HWY                   ,24526
6971959,10630 LEE JACKSON HWY                   ,24526
6971960,10630 LEE JACKSON HWY                   ,24526
6971961,10630 LEE JACKSON HWY                   ,24526
6971962,10630 LEE JACKSON HWY                   ,24526
6971963,                                        ,33333
6971964,                                        ,33333
6971965,                                        ,33333
6971966,                                        ,33333
6971967,                                        ,33333
6971968,                                        ,33333
6971969,1014 SUNSET HILL RD                     ,24526
6971970,1014 SUNSET HILL RD                     ,24526
6971971,                                        ,33333
6971972,                                        ,33333
6971973,                                        ,33333
6971974,                                        ,33333
6971975,                                        ,33333
6971976,                                        ,33333
6971977,                                        ,33333
6971978,                                        ,33333
6971979,                                        ,33333
6971980,                                        ,33333
6971981,                                        ,33333
6971982,                                        ,33333
6971983,1013 MOUNTAIN VIEW HGTS RD              ,24526
6971984,1013 MOUNTAIN VIEW HGTS RD              ,24526
6971985,1244 MOUNTAIN VIEW HEIGHTS ROAD         ,24526
6971986,                                        ,33333
6971987,                                        ,33333
6971988,                                        ,33333
6971989,                                        ,33333
6971990,                                        ,33333
6971991,                                        ,33333
6971992,                                        ,33333
6971993,                                        ,33333
6971994,1282 MOUNTAIN VIEW HEIGHTS ROAD         ,24526
6971995,1282 MOUNTAIN VIEW HEIGHTS ROAD         ,24526
6971996,                                        ,33333
6971997,                                        ,33333
6971998,                                        ,33333
6971999,1183 MOUNTAIN VIEW HEIGHTS ROAD         ,24526
6972000,                                        ,33333
6972001,                                        ,33333
6972002,                                        ,33333
6972003,                                        ,33333
6972004,1296 MOUNTAIN VIEW HEIGHTS ROAD         ,24526
6972005,1296 MOUNTAIN VIEW HEIGHTS ROAD         ,24526
6972006,                                        ,33333
6972007,                                        ,33333
6972008,                                        ,33333
6972009,                                        ,33333
6972010,                                        ,33333
6972011,                                        ,33333
6972012,                                        ,33333
6972013,1448 MOUNTAIN VIEW HEIGHTS ROAD         ,24526
6972014,1448 MOUNTAIN VIEW HEIGHTS ROAD         ,24526
6972015,1448 MOUNTAIN VIEW HEIGHTS ROAD         ,24526
6972016,1448 MOUNTAIN VIEW HEIGHTS ROAD         ,24526
6972017,1416 MOUNTAIN VIEW HEIGHTS ROAD         ,24526
6972018,1416 MOUNTAIN VIEW HEIGHTS ROAD         ,24526
6972019,1416 MOUNTAIN VIEW HEIGHTS ROAD         ,24526
6972020,1416 MOUNTAIN VIEW HEIGHTS ROAD         ,24526
6972021,                                        ,33333
6972022,                                        ,33333
6972023,                                        ,33333
6972024,1044 TALL PEAKS LANE                    ,24526
6972025,10750 LEE JACKSON HWY                   ,24526
6972026,10750 LEE JACKSON HWY                   ,24526
6972027,10750 LEE JACKSON HWY                   ,24526
6972028,1411 MOUNTAIN VIEW HEIGHTS ROAD         ,24526
6972029,1411 MOUNTAIN VIEW HEIGHTS ROAD         ,24526
6972030,1411 MOUNTAIN VIEW HEIGHTS ROAD         ,24526
6972031,1411 MOUNTAIN VIEW HEIGHTS ROAD         ,24526
6972032,1411 MOUNTAIN VIEW HEIGHTS ROAD         ,24526
6972033,1460 MOUNTAIN VIEW HEIGHTS ROAD         ,24526
6972034,1460 MOUNTAIN VIEW HEIGHTS ROAD         ,24526
6972035,1460 MOUNTAIN VIEW HEIGHTS ROAD         ,24526
6972036,1460 MOUNTAIN VIEW HEIGHTS ROAD         ,24526
6972037,1460 MOUNTAIN VIEW HEIGHTS ROAD         ,24526
6972038,1460 MOUNTAIN VIEW HEIGHTS ROAD         ,24526
6972039,1460 MOUNTAIN VIEW HEIGHTS ROAD         ,24526
6972040,1460 MOUNTAIN VIEW HEIGHTS ROAD         ,24526
6972041,1460 MOUNTAIN VIEW HEIGHTS ROAD         ,24526
6972042,1460 MOUNTAIN VIEW HEIGHTS ROAD         ,24526
6972043,1460 MOUNTAIN VIEW HEIGHTS ROAD         ,24526
6972044,1460 MOUNTAIN VIEW HEIGHTS ROAD         ,24526
6972045,,33333
6972046,1383 MOUNTAIN VIEW HEIGHTS ROAD         ,24526
6972047,1383 MOUNTAIN VIEW HEIGHTS ROAD         ,24526
6972048,1383 MOUNTAIN VIEW HEIGHTS ROAD         ,24526
6972049,1383 MOUNTAIN VIEW HEIGHTS ROAD         ,24526
6972050,,33333
6972051,                                        ,33333
6972052,                                        ,33333
6972053,1470 MOUNTAIN VIEW HEIGHTS ROAD         ,24526
6972054,                                        ,33333
6972055,1443 MOUNTAIN VIEW HEIGHTS ROAD         ,24526
6972056,1443 MOUNTAIN VIEW HEIGHTS ROAD         ,24526
6972057,1425 MOUNTAIN VIEW HEIGHTS ROAD         ,24526
6972058,1425 MOUNTAIN VIEW HEIGHTS ROAD         ,24526
6972059,1425 MOUNTAIN VIEW HEIGHTS ROAD         ,24526
6972060,                                        ,33333
6972061,1575 MOUNTAIN VIEW HEIGHTS ROAD         ,24526
6972062,                                        ,33333
6972063,                                        ,33333
6972064,                                        ,33333
6972065,                                        ,33333
6972066,                                        ,33333
6972067,                                        ,33333
6972068,                                        ,33333
6972069,                                        ,33333
6972070,                                        ,33333
6972071,                                        ,33333
6972072,                                        ,33333
6972073,                                        ,33333
6972074,                                        ,33333
6972075,                                        ,33333
6972076,                                        ,33333
6972077,                                        ,33333
6972078,                                        ,33333
6972079,                                        ,33333
6972080,                                        ,33333
6972081,                                        ,33333
6972082,                                        ,33333
6972083,                                        ,33333
6972084,                                        ,33333
6972085,                                        ,33333
6972086,                                        ,33333
6972087,                                        ,33333
6972088,                                        ,33333
6972089,                                        ,33333
6972090,                                        ,33333
6972091,                                        ,33333
6972092,                                        ,33333
6972093,                                        ,33333
6972094,                                        ,33333
6972095,                                        ,33333
6972096,                                        ,33333
6972097,                                        ,33333
6972098,                                        ,33333
6972099,                                        ,33333
6972100,                                        ,33333
6972101,                                        ,33333
6972102,                                        ,33333
6972103,                                        ,33333
6972104,                                        ,33333
6972105,                                        ,33333
6972106,                                        ,33333
6972107,                                        ,33333
6972108,                                        ,33333
6972109,1431 MOUNTAIN VIEW HEIGHTS ROAD         ,24526
6972110,1431 MOUNTAIN VIEW HEIGHTS ROAD         ,24526
6972111,1431 MOUNTAIN VIEW HEIGHTS ROAD         ,24526
6972112,1431 MOUNTAIN VIEW HEIGHTS ROAD         ,24526
6972113,1431 MOUNTAIN VIEW HEIGHTS ROAD         ,24526
6972114,1431 MOUNTAIN VIEW HEIGHTS ROAD         ,24526
6972115,                                        ,33333
6972116,                                        ,33333
6972117,,33333
6972118,                                        ,33333
6972119,                                        ,33333
6972120,                                        ,33333
6972121,                                        ,33333
6972122,                                        ,33333
6972123,                                        ,33333
6972124,                                        ,33333
6972125,                                        ,33333
6972126,                                        ,33333
6972127,,33333
6972128,                                        ,33333
6972129,                                        ,33333
6972130,                                        ,33333
6972131,                                        ,33333
6972132,                                        ,33333
6972133,                                        ,33333
6972134,                                        ,33333
6972135,                                        ,33333
6972136,                                        ,33333
6972137,                                        ,33333
6972138,                                        ,33333
6972139,1057 PLUMTREE LN                        ,24526
6972140,1057 PLUMTREE LN                        ,24526
6972141,1057 PLUMTREE LN                        ,24526
6972142,1057 PLUMTREE LN                        ,24526
6972143,1057 PLUMTREE LN                        ,24526
6972144,1057 PLUMTREE LN                        ,24526
6972145,                                        ,33333
6972146,1041 PLUMTREE LN                        ,24526
6972147,1041 PLUMTREE LN                        ,24526
6972148,10682 LEE JACKSON HIGHWAY               ,24526
6972149,10682 LEE JACKSON HIGHWAY               ,24526
6972150,10694 LEE JACKSON HIGHWAY               ,24526
6972151,                                        ,33333
6972152,                                        ,33333
6972153,                                        ,33333
6972154,                                        ,33333
6972155,                                        ,33333
6972156,                                        ,33333
6972157,                                        ,33333
6972158,                                        ,33333
6972159,                                        ,33333
6972160,                                        ,33333
6972161,                                        ,33333
6972162,                                        ,33333
6972163,                                        ,33333
6972164,                                        ,33333
6972165,                                        ,33333
6972166,                                        ,33333
6972167,                                        ,33333
6972168,                                        ,33333
6972169,,33333
6972170,                                        ,33333
6972171,                                        ,33333
6972172,                                        ,33333
6972173,                                        ,33333
6972174,                                        ,33333
6972175,                                        ,33333
6972176,                                        ,33333
6972177,                                        ,33333
6972178,                                        ,33333
6972179,                                        ,33333
6972180,                                        ,33333
6972181,                                        ,33333
6972182,,33333
6972183,1054 SUNSET HILL RD                     ,24526
6972184,1054 SUNSET HILL RD                     ,24526
6972185,1054 SUNSET HILL RD                     ,24526
6972186,1054 SUNSET HILL RD                     ,24526
6972187,1054 SUNSET HILL RD                     ,24526
6972188,                                        ,33333
6972189,                                        ,33333
6972190,                                        ,33333
6972191,                                        ,33333
6972192,                                        ,33333
6972193,1084 SUNSET HILL ROAD                   ,24526
6972194,1106 SUNSET HILL RD                     ,24526
6972195,1116 SUNSET HILL RD                     ,24526
6972196,                                        ,33333
6972197,                                        ,33333
6972198,                                        ,33333
6972199,,33333
6972200,1064 SUNSET HILL ROAD                   ,24526
6972201,                                        ,33333
6972202,1126 SUNSET HILL ROAD                   ,24526
6972203,1140 SUNSET HILL ROAD                   ,24526
6972204,1140 SUNSET HILL ROAD                   ,24526
6972205,1140 SUNSET HILL ROAD                   ,24526
6972206,1152 SUNSET HILL ROAD                   ,24526
6972207,1152 SUNSET HILL ROAD                   ,24526
6972208,1168 SUNSET HILL ROAD                   ,24526
6972209,                                        ,33333
6972210,,33333
6972211,,33333
6972212,1177 SUNSET HILL ROAD                   ,24526
6972213,1177 SUNSET HILL ROAD                   ,24526
6972214,                                        ,33333
6972215,                                        ,33333
6972216,                                        ,33333
6972217,                                        ,33333
6972218,                                        ,33333
6972219,                                        ,33333
6972220,                                        ,33333
6972221,                                        ,33333
6972222,                                        ,33333
6972223,                                        ,33333
6972224,                                        ,33333
6972225,                                        ,33333
6972226,                                        ,33333
6972227,                                        ,33333
6972228,                                        ,33333
6972229,                                        ,33333
6972230,                                        ,33333
6972231,                                        ,33333
6972232,                                        ,33333
6972233,                                        ,33333
6972234,                                        ,33333
6972235,1024 MELODY LANE                        ,24526
6972236,1024 MELODY LANE                        ,24526
6972237,1024 MELODY LANE                        ,24526
6972238,                                        ,33333
6972239,                                        ,33333
6972240,10662 LEE JACKSON HWY                   ,24526
6972241,10662 LEE JACKSON HWY                   ,24526
6972242,                                        ,33333
6972243,                                        ,33333
6972244,                                        ,33333
6972245,                                        ,33333
6972246,                                        ,33333
6972247,                                        ,33333
6972248,                                        ,33333
6972249,,33333
6972250,                                        ,33333
6972251,                                        ,33333
6972252,                                        ,33333
6972253,                                        ,33333
6972254,                                        ,33333
6972255,                                        ,33333
6972256,                                        ,33333
6972257,                                        ,33333
6972258,                                        ,33333
6972259,                                        ,33333
6972260,                                        ,33333
6972261,                                        ,33333
6972262,                                        ,33333
6972263,                                        ,33333
6972264,                                        ,33333
6972265,                                        ,33333
6972266,                                        ,33333
6972267,                                        ,33333
6972268,1055 BEAR CANYON RD                     ,24526
6972269,1055 BEAR CANYON RD                     ,24526
6972270,1055 BEAR CANYON RD                     ,24526
6972271,1055 BEAR CANYON RD                     ,24526
6972272,1055 BEAR CANYON RD                     ,24526
6972273,1055 BEAR CANYON RD                     ,24526
6972274,1055 BEAR CANYON RD                     ,24526
6972275,1055 BEAR CANYON RD                     ,24526
6972276,,33333
6972277,                                        ,33333
6972278,                                        ,33333
6972279,                                        ,33333
6972280,                                        ,33333
6972281,                                        ,33333
6972282,1214 SUNSET HILL RD                     ,24526
6972283,1214 SUNSET HILL RD                     ,24526
6972284,1214 SUNSET HILL RD                     ,24526
6972285,1214 SUNSET HILL RD                     ,24526
6972286,1214 SUNSET HILL RD                     ,24526
6972287,1214 SUNSET HILL RD                     ,24526
6972288,1226 SUNSET HILL RD                     ,24526
6972289,                                        ,33333
6972290,                                        ,33333
6972291,1260 SUNSET HILL RD                     ,24526
6972292,1260 SUNSET HILL RD                     ,24526
6972293,1038 PLUM ST                            ,24526
6972294,1038 PLUM ST                            ,24526
6972295,1038 PLUM ST                            ,24526
6972296,1038 PLUM ST                            ,24526
6972297,                                        ,33333
6972298,                                        ,33333
6972299,                                        ,33333
6972300,                                        ,33333
6972301,                                        ,33333
6972302,                                        ,33333
6972303,                                        ,33333
6972304,                                        ,33333
6972305,                                        ,33333
6972306,                                        ,33333
6972307,                                        ,33333
6972308,                                        ,33333
6972309,                                        ,33333
6972310,                                        ,33333
6972311,                                        ,33333
6972312,                                        ,33333
6972313,                                        ,33333
6972314,                                        ,33333
6972315,                                        ,33333
6972316,                                        ,33333
6972317,,33333
6972318,                                        ,33333
6972319,                                        ,33333
6972320,                                        ,33333
6972321,                                        ,33333
6972322,                                        ,33333
6972323,                                        ,33333
6972324,                                        ,33333
6972325,                                        ,33333
6972326,                                        ,33333
6972327,                                        ,33333
6972328,                                        ,33333
6972329,                                        ,33333
6972330,                                        ,33333
6972331,                                        ,33333
6972332,                                        ,33333
6972333,                                        ,33333
6972334,                                        ,33333
6972335,                                        ,33333
6972336,                                        ,33333
6972337,                                        ,33333
6972338,                                        ,33333
6972339,                                        ,33333
6972340,                                        ,33333
6972341,1060 PLUM ST                            ,24526
6972342,1060 PLUM ST                            ,24526
6972343,                                        ,33333
6972344,                                        ,33333
6972345,                                        ,33333
6972346,                                        ,33333
6972347,                                        ,33333
6972348,                                        ,33333
6972349,                                        ,33333
6972350,                                        ,33333
6972351,                                        ,33333
6972352,                                        ,33333
6972353,                                        ,33333
6972354,                                        ,33333
6972355,                                        ,33333
6972356,                                        ,33333
6972357,                                        ,33333
6972358,                                        ,33333
6972359,                                        ,33333
6972360,                                        ,33333
6972361,                                        ,33333
6972362,                                        ,33333
6972363,                                        ,33333
6972364,                                        ,33333
6972365,                                        ,33333
6972366,                                        ,33333
6972367,1310 FOLKES STREET                      ,24526
6972368,                                        ,33333
6972369,                                        ,33333
6972370,                                        ,33333
6972371,                                        ,33333
6972372,                                        ,33333
6972373,                                        ,33333
6972374,                                        ,33333
6972375,                                        ,33333
6972376,                                        ,33333
6972377,                                        ,33333
6972378,                                        ,33333
6972379,                                        ,33333
6972380,                                        ,33333
6972381,                                        ,33333
6972382,                                        ,33333
6972383,                                        ,33333
6972384,                                        ,33333
6972385,                                        ,33333
6972386,                                        ,33333
6972387,                                        ,33333
6972388,                                        ,33333
6972389,                                        ,33333
6972390,,33333
6972391,,33333
6972392,1191 MOUNTAIN VIEW HEIGHTS RD           ,24526
6972393,1191 MOUNTAIN VIEW HEIGHTS RD           ,24526
6972394,1191 MOUNTAIN VIEW HEIGHTS RD           ,24526
6972395,1191 MOUNTAIN VIEW HEIGHTS RD           ,24526
6972396,                                        ,33333
6972397,                                        ,33333
6972398,                                        ,33333
6972399,                                        ,33333
6972400,                                        ,33333
6972401,                                        ,33333
6972402,                                        ,33333
6972403,                                        ,33333
6972404,                                        ,33333
6972405,                                        ,33333
6972406,                                        ,33333
6972407,                                        ,33333
6972408,                                        ,33333
6972409,                                        ,33333
6972410,                                        ,33333
6972411,                                        ,33333
6972412,                                        ,33333
6972413,1016 MELODY LANE                        ,24526
6972414,1016 MELODY LANE                        ,24526
6972415,1016 MELODY LANE                        ,24526
6972416,                                        ,33333
6972417,1360 MOUNTAIN VIEW HEIGHTS ROAD         ,24526
6972418,1400 MOUNTAIN VIEW HEIGHTS ROAD         ,24526
6972419,                                        ,33333
6972420,1101 MTN VIEW HEIGHTS ROAD              ,24526
6972421,1101 MTN VIEW HEIGHTS ROAD              ,24526
6972422,1101 MTN VIEW HEIGHTS ROAD              ,24526
6972423,10648 LEE JACKSON HIGHWAY               ,24526
6972424,                                        ,33333
6972425,                                        ,33333
6972426,                                        ,33333
6972427,                                        ,33333
6972428,                                        ,33333
6972429,                                        ,33333
6972430,                                        ,33333
6972431,                                        ,33333
6972432,                                        ,33333
6972433,                                        ,33333
6972434,                                        ,33333
6972435,                                        ,33333
6972436,                                        ,33333
6972437,                                        ,33333
6972438,                                        ,33333
6972439,                                        ,33333
6972440,                                        ,33333
6972441,                                        ,33333
6972442,                                        ,33333
6972443,                                        ,33333
6972444,1329 SUNSET HILL ROAD                   ,24526
6972445,1317 SUNSET HILL ROAD                   ,24526
6972446,1301 SUNSET HILL ROAD                   ,24526
6972447,1289 SUNSET HILL ROAD                   ,24526
6972448,                                        ,33333
6972449,1007 PEYTON COURT                       ,24526
6972450,1017 PEYTON COURT                       ,24526
6972451,1031 PEYTON COURT                       ,24526
6972452,1039 PEYTON COURT                       ,24526
6972453,1057 PEYTON COURT                       ,24526
6972454,                                        ,33333
6972455,                                        ,33333
6972456,                                        ,33333
6972457,10667 LEE JACKSON HIGHWAY               ,24526
6972458,10653 LEE JACKSON HIGHWAY               ,24526
6972459,10653 LEE JACKSON HIGHWAY               ,24526
6972460,10653 LEE JACKSON HIGHWAY               ,24526
6972461,1102 PLUMTREE LANE                      ,24526
6972462,1102 PLUMTREE LANE                      ,24526
6972463,1102 PLUMTREE LANE                      ,24526
6972464,1036 LINCOLN CT                         ,24526
6972465,1036 LINCOLN CT                         ,24526
6972466,1028 LINCOLN COURT                      ,
6972467,1024 LINCOLN COURT                      ,
6972468,1016 LINCOLN COURT                      ,24523
6972469,1075 PEYTON COURT                       ,24526
6972470,                                        ,33333
6972471,                                        ,33333
6972472,1017 MELODY LN                          ,24526
6972473,                                        ,33333
6972474,                                        ,33333
6972475,                                        ,33333
6972476,                                        ,33333
6972477,9909 LEE JACKSON HIGHWAY                ,24526
6972478,                                        ,33333
6972479,                                        ,33333
6972480,2582 OVERSTREET CREEK ROAD              ,24523
6972481,                                        ,33333
6972482,                                        ,33333
6972483,                                        ,33333
6972484,2428 GUNSTOCK LANE                      ,24523
6972485,                                        ,33333
